MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Friends Cup 4,"Chulna Turf, Vasai, 07-Nov-20, 4 Ov., ",Night Rangers FC4,23/7,Babji Strikers FC4,23/5,Tie,None,https://cricheroes.in/scorecard/1132004/Friends-Cup-4/Night-Rangers-FC4-vs-Babji-Strikers-FC4
Individual Match,"Pelhar, Vasai, 31-Oct-20, 25 Ov.",UCC Vasai,176/9,Patel Boys.,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/1119020/individual/UCC-Vasai-vs-Patel-Boys.
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Avengers FC3,34/5,Warriors FC3,37/4,Warriors FC3,3 wickets,https://cricheroes.in/scorecard/1105979/Friends-Cup-3/Avengers-FC3-vs-Warriors-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Avengers FC3,42/3,All Stars FC3,25/7,Avengers FC3,17 runs,https://cricheroes.in/scorecard/1105976/Friends-Cup-3/Avengers-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,41/4,Avengers FC3,44/1,Avengers FC3,6 wickets,https://cricheroes.in/scorecard/1105975/Friends-Cup-3/Predators-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,58/2,All Stars FC3,33/5,Warriors FC3,25 runs,https://cricheroes.in/scorecard/1105970/Friends-Cup-3/Warriors-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Champions FC3,42/6,Warriors FC3,30/4,Champions FC3,12 runs,https://cricheroes.in/scorecard/1103630/Friends-Cup-3/Champions-FC3-vs-Warriors-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,32/3,All Stars FC3,36/1,All Stars FC3,6 wickets,https://cricheroes.in/scorecard/1103621/Friends-Cup-3/Predators-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,37/6,Avengers FC3,30/7,Warriors FC3,7 runs,https://cricheroes.in/scorecard/1103619/Friends-Cup-3/Warriors-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",All Stars FC3,35/5,Champions FC3,34/5,All Stars FC3,1 run,https://cricheroes.in/scorecard/1103613/Friends-Cup-3/All-Stars-FC3-vs-Champions-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,49/1,Avengers FC3,34/6,Predators FC3,15 runs,https://cricheroes.in/scorecard/1103607/Friends-Cup-3/Predators-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,35/7,All Stars FC3,36/3,All Stars FC3,4 wickets,https://cricheroes.in/scorecard/1103603/Friends-Cup-3/Warriors-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,35/4,Champions FC3,28/4,Predators FC3,7 runs,https://cricheroes.in/scorecard/1103600/Friends-Cup-3/Predators-FC3-vs-Champions-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",All Stars FC3,33/5,Avengers FC3,34/3,Avengers FC3,4 wickets,https://cricheroes.in/scorecard/1103597/Friends-Cup-3/All-Stars-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Warriors FC3,46/7,Predators FC3,12/7,Warriors FC3,34 runs,https://cricheroes.in/scorecard/1103593/Friends-Cup-3/Warriors-FC3-vs-Predators-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Champions FC3,29/5,Avengers FC3,30/1,Avengers FC3,6 wickets,https://cricheroes.in/scorecard/1103592/Friends-Cup-3/Champions-FC3-vs-Avengers-FC3
Individual Match,"Pelhar, Vasai, 24-Oct-20, 25 Ov.",UCC Vasai,145/10,Patel Boys.,149/4,Patel Boys.,6 wickets,https://cricheroes.in/scorecard/1103061/individual/UCC-Vasai-vs-Patel-Boys.
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),20/6,Dynamites (FC2),21/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1077954/Friends-Cup-2/Strikers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),23/7,Dynamites (FC2),24/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1071745/Friends-Cup-2/Bushrangers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),38/4,Challengers (FC2),10/7,Strikers (FC2),28 runs,https://cricheroes.in/scorecard/1071744/Friends-Cup-2/Strikers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Cunning Fox,49/4,NSP TITANS,36/6,Cunning Fox,13 runs,https://cricheroes.in/scorecard/1063844/Saturday-Night-Cup/Cunning-Fox-vs-NSP-TITANS
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),35/4,Challengers (FC2),16/7,Bushrangers (FC2),19 runs,https://cricheroes.in/scorecard/1071742/Friends-Cup-2/Bushrangers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Badshah Strikers(NSP),49/1,TheAlpha8,12/9,Badshah Strikers(NSP),37 runs,https://cricheroes.in/scorecard/1063842/Saturday-Night-Cup/Badshah-Strikers(NSP)-vs-TheAlpha8
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Dynamites (FC2),12/7,Strikers (FC2),17/2,Strikers (FC2),5 wickets,https://cricheroes.in/scorecard/1071741/Friends-Cup-2/Dynamites-(FC2)-vs-Strikers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",TheAlpha8,32/5,Cunning Fox,33/3,Cunning Fox,5 wickets,https://cricheroes.in/scorecard/1063831/Saturday-Night-Cup/TheAlpha8-vs-Cunning-Fox
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Challengers (FC2),20/5,Dynamites (FC2),24/1,Dynamites (FC2),6 wickets,https://cricheroes.in/scorecard/1071740/Friends-Cup-2/Challengers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 4,"Chulna Turf, Vasai, 08-Nov-20, 4 Ov., ",Thunders FC4,37/6,Vasai Shers FC4,33/3,Thunders FC4,4 runs,https://cricheroes.in/scorecard/1132012/Friends-Cup-4/Thunders-FC4-vs-Vasai-Shers-FC4
Friends Cup 4,"Chulna Turf, Vasai, 07-Nov-20, 4 Ov., ",Babji Strikers FC4,46/3,Gladiators FC4,19/6,Babji Strikers FC4,27 runs,https://cricheroes.in/scorecard/1132010/Friends-Cup-4/Babji-Strikers-FC4-vs-Gladiators-FC4
Friends Cup 4,"Chulna Turf, Vasai, 07-Nov-20, 4 Ov., ",Vasai Shers FC4,25/7,Night Rangers FC4,30/1,Night Rangers FC4,6 wickets,https://cricheroes.in/scorecard/1132009/Friends-Cup-4/Vasai-Shers-FC4-vs-Night-Rangers-FC4
Friends Cup 4,"Chulna Turf, Vasai, 07-Nov-20, 4 Ov., ",Gladiators FC4,24/5,Thunders FC4,25/1,Thunders FC4,6 wickets,https://cricheroes.in/scorecard/1132006/Friends-Cup-4/Gladiators-FC4-vs-Thunders-FC4
Friends Cup 4,"Chulna Turf, Vasai, 07-Nov-20, 4 Ov., ",Night Rangers FC4,23/7,Babji Strikers FC4,23/5,Tie,None,https://cricheroes.in/scorecard/1132004/Friends-Cup-4/Night-Rangers-FC4-vs-Babji-Strikers-FC4
Individual Match,"Pelhar, Vasai, 31-Oct-20, 25 Ov.",UCC Vasai,176/9,Patel Boys.,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/1119020/individual/UCC-Vasai-vs-Patel-Boys.
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Avengers FC3,34/5,Warriors FC3,37/4,Warriors FC3,3 wickets,https://cricheroes.in/scorecard/1105979/Friends-Cup-3/Avengers-FC3-vs-Warriors-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Avengers FC3,42/3,All Stars FC3,25/7,Avengers FC3,17 runs,https://cricheroes.in/scorecard/1105976/Friends-Cup-3/Avengers-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,41/4,Avengers FC3,44/1,Avengers FC3,6 wickets,https://cricheroes.in/scorecard/1105975/Friends-Cup-3/Predators-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,58/2,All Stars FC3,33/5,Warriors FC3,25 runs,https://cricheroes.in/scorecard/1105970/Friends-Cup-3/Warriors-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Champions FC3,42/6,Warriors FC3,30/4,Champions FC3,12 runs,https://cricheroes.in/scorecard/1103630/Friends-Cup-3/Champions-FC3-vs-Warriors-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,32/3,All Stars FC3,36/1,All Stars FC3,6 wickets,https://cricheroes.in/scorecard/1103621/Friends-Cup-3/Predators-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,37/6,Avengers FC3,30/7,Warriors FC3,7 runs,https://cricheroes.in/scorecard/1103619/Friends-Cup-3/Warriors-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",All Stars FC3,35/5,Champions FC3,34/5,All Stars FC3,1 run,https://cricheroes.in/scorecard/1103613/Friends-Cup-3/All-Stars-FC3-vs-Champions-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,49/1,Avengers FC3,34/6,Predators FC3,15 runs,https://cricheroes.in/scorecard/1103607/Friends-Cup-3/Predators-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,35/7,All Stars FC3,36/3,All Stars FC3,4 wickets,https://cricheroes.in/scorecard/1103603/Friends-Cup-3/Warriors-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,35/4,Champions FC3,28/4,Predators FC3,7 runs,https://cricheroes.in/scorecard/1103600/Friends-Cup-3/Predators-FC3-vs-Champions-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",All Stars FC3,33/5,Avengers FC3,34/3,Avengers FC3,4 wickets,https://cricheroes.in/scorecard/1103597/Friends-Cup-3/All-Stars-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Warriors FC3,46/7,Predators FC3,12/7,Warriors FC3,34 runs,https://cricheroes.in/scorecard/1103593/Friends-Cup-3/Warriors-FC3-vs-Predators-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Champions FC3,29/5,Avengers FC3,30/1,Avengers FC3,6 wickets,https://cricheroes.in/scorecard/1103592/Friends-Cup-3/Champions-FC3-vs-Avengers-FC3
Individual Match,"Pelhar, Vasai, 24-Oct-20, 25 Ov.",UCC Vasai,145/10,Patel Boys.,149/4,Patel Boys.,6 wickets,https://cricheroes.in/scorecard/1103061/individual/UCC-Vasai-vs-Patel-Boys.
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),20/6,Dynamites (FC2),21/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1077954/Friends-Cup-2/Strikers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),23/7,Dynamites (FC2),24/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1071745/Friends-Cup-2/Bushrangers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),38/4,Challengers (FC2),10/7,Strikers (FC2),28 runs,https://cricheroes.in/scorecard/1071744/Friends-Cup-2/Strikers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Cunning Fox,49/4,NSP TITANS,36/6,Cunning Fox,13 runs,https://cricheroes.in/scorecard/1063844/Saturday-Night-Cup/Cunning-Fox-vs-NSP-TITANS
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),35/4,Challengers (FC2),16/7,Bushrangers (FC2),19 runs,https://cricheroes.in/scorecard/1071742/Friends-Cup-2/Bushrangers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Badshah Strikers(NSP),49/1,TheAlpha8,12/9,Badshah Strikers(NSP),37 runs,https://cricheroes.in/scorecard/1063842/Saturday-Night-Cup/Badshah-Strikers(NSP)-vs-TheAlpha8
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Dynamites (FC2),12/7,Strikers (FC2),17/2,Strikers (FC2),5 wickets,https://cricheroes.in/scorecard/1071741/Friends-Cup-2/Dynamites-(FC2)-vs-Strikers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",TheAlpha8,32/5,Cunning Fox,33/3,Cunning Fox,5 wickets,https://cricheroes.in/scorecard/1063831/Saturday-Night-Cup/TheAlpha8-vs-Cunning-Fox
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Challengers (FC2),20/5,Dynamites (FC2),24/1,Dynamites (FC2),6 wickets,https://cricheroes.in/scorecard/1071740/Friends-Cup-2/Challengers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Warriors FC3,35/7,All Stars FC3,36/3,All Stars FC3,4 wickets,https://cricheroes.in/scorecard/1103603/Friends-Cup-3/Warriors-FC3-vs-All-Stars-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",Predators FC3,35/4,Champions FC3,28/4,Predators FC3,7 runs,https://cricheroes.in/scorecard/1103600/Friends-Cup-3/Predators-FC3-vs-Champions-FC3
Friends Cup 3,"Chulna Turf, Vasai, 25-Oct-20, 4 Ov., ",All Stars FC3,33/5,Avengers FC3,34/3,Avengers FC3,4 wickets,https://cricheroes.in/scorecard/1103597/Friends-Cup-3/All-Stars-FC3-vs-Avengers-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Warriors FC3,46/7,Predators FC3,12/7,Warriors FC3,34 runs,https://cricheroes.in/scorecard/1103593/Friends-Cup-3/Warriors-FC3-vs-Predators-FC3
Friends Cup 3,"Chulna Turf, Vasai, 24-Oct-20, 4 Ov., ",Champions FC3,29/5,Avengers FC3,30/1,Avengers FC3,6 wickets,https://cricheroes.in/scorecard/1103592/Friends-Cup-3/Champions-FC3-vs-Avengers-FC3
Individual Match,"Pelhar, Vasai, 24-Oct-20, 25 Ov.",UCC Vasai,145/10,Patel Boys.,149/4,Patel Boys.,6 wickets,https://cricheroes.in/scorecard/1103061/individual/UCC-Vasai-vs-Patel-Boys.
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),20/6,Dynamites (FC2),21/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1077954/Friends-Cup-2/Strikers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),23/7,Dynamites (FC2),24/0,Dynamites (FC2),7 wickets,https://cricheroes.in/scorecard/1071745/Friends-Cup-2/Bushrangers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),38/4,Challengers (FC2),10/7,Strikers (FC2),28 runs,https://cricheroes.in/scorecard/1071744/Friends-Cup-2/Strikers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Cunning Fox,49/4,NSP TITANS,36/6,Cunning Fox,13 runs,https://cricheroes.in/scorecard/1063844/Saturday-Night-Cup/Cunning-Fox-vs-NSP-TITANS
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),35/4,Challengers (FC2),16/7,Bushrangers (FC2),19 runs,https://cricheroes.in/scorecard/1071742/Friends-Cup-2/Bushrangers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Badshah Strikers(NSP),49/1,TheAlpha8,12/9,Badshah Strikers(NSP),37 runs,https://cricheroes.in/scorecard/1063842/Saturday-Night-Cup/Badshah-Strikers(NSP)-vs-TheAlpha8
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Dynamites (FC2),12/7,Strikers (FC2),17/2,Strikers (FC2),5 wickets,https://cricheroes.in/scorecard/1071741/Friends-Cup-2/Dynamites-(FC2)-vs-Strikers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",TheAlpha8,32/5,Cunning Fox,33/3,Cunning Fox,5 wickets,https://cricheroes.in/scorecard/1063831/Saturday-Night-Cup/TheAlpha8-vs-Cunning-Fox
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Challengers (FC2),20/5,Dynamites (FC2),24/1,Dynamites (FC2),6 wickets,https://cricheroes.in/scorecard/1071740/Friends-Cup-2/Challengers-(FC2)-vs-Dynamites-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),37/7,Strikers (FC2),34/4,Bushrangers (FC2),3 runs,https://cricheroes.in/scorecard/1071739/Friends-Cup-2/Bushrangers-(FC2)-vs-Strikers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",TheAlpha8,28/7,Cunning Fox,30/3,Cunning Fox,5 wickets,https://cricheroes.in/scorecard/1063871/Saturday-Night-Cup/TheAlpha8-vs-Cunning-Fox
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),31/5,Challengers (FC2),32/4,Challengers (FC2),3 wickets,https://cricheroes.in/scorecard/1071737/Friends-Cup-2/Strikers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Badshah Strikers(NSP),40/4,TheAlpha8,23/3,Badshah Strikers(NSP),17 runs,https://cricheroes.in/scorecard/1063856/Saturday-Night-Cup/Badshah-Strikers(NSP)-vs-TheAlpha8
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Cunning Fox,48/6,NSP TITANS,42/4,Cunning Fox,6 runs,https://cricheroes.in/scorecard/1063863/Saturday-Night-Cup/Cunning-Fox-vs-NSP-TITANS
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Dynamites (FC2),29/7,Bushrangers (FC2),25/2,Dynamites (FC2),4 runs,https://cricheroes.in/scorecard/1071736/Friends-Cup-2/Dynamites-(FC2)-vs-Bushrangers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 10-Oct-20, 4 Ov., ",Cunning Fox,23/3,Badshah Strikers(NSP),24/2,Badshah Strikers(NSP),6 wickets,https://cricheroes.in/scorecard/1063756/Saturday-Night-Cup/Cunning-Fox-vs-Badshah-Strikers(NSP)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Dynamites (FC2),24/6,Strikers (FC2),25/4,Strikers (FC2),3 wickets,https://cricheroes.in/scorecard/1071731/Friends-Cup-2/Dynamites-(FC2)-vs-Strikers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Challengers (FC2),27/4,Bushrangers (FC2),28/5,Bushrangers (FC2),2 wickets,https://cricheroes.in/scorecard/1071730/Friends-Cup-2/Challengers-(FC2)-vs-Bushrangers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Strikers (FC2),48/5,Bushrangers (FC2),38/4,Strikers (FC2),10 runs,https://cricheroes.in/scorecard/1071728/Friends-Cup-2/Strikers-(FC2)-vs-Bushrangers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Dynamites (FC2),35/7,Challengers (FC2),28/7,Dynamites (FC2),7 runs,https://cricheroes.in/scorecard/1071726/Friends-Cup-2/Dynamites-(FC2)-vs-Challengers-(FC2)
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Vasai Strikers SC,14/7,TOLOBA VASAI,15/1,TOLOBA VASAI,6 wickets,https://cricheroes.in/scorecard/1050996/Friends-Cup-Vasai/Vasai-Strikers-SC-vs-TOLOBA-VASAI
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Bassein Champs,18/5,TOLOBA VASAI,19/0,TOLOBA VASAI,7 wickets,https://cricheroes.in/scorecard/1050983/Friends-Cup-Vasai/Bassein-Champs-vs-TOLOBA-VASAI
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Burhani Guards Div 6 Vasai,25/6,Bassein Champs,26/1,Bassein Champs,6 wickets,https://cricheroes.in/scorecard/1050973/Friends-Cup-Vasai/Burhani-Guards-Div-6-Vasai-vs-Bassein-Champs
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Vasai Strikers SC,53/3,TOLOBA VASAI,29/2,Vasai Strikers SC,24 runs,https://cricheroes.in/scorecard/1050969/Friends-Cup-Vasai/Vasai-Strikers-SC-vs-TOLOBA-VASAI
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Bushrangers (FC2),37/7,Strikers (FC2),34/4,Bushrangers (FC2),3 runs,https://cricheroes.in/scorecard/1071739/Friends-Cup-2/Bushrangers-(FC2)-vs-Strikers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",TheAlpha8,28/7,Cunning Fox,30/3,Cunning Fox,5 wickets,https://cricheroes.in/scorecard/1063871/Saturday-Night-Cup/TheAlpha8-vs-Cunning-Fox
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Strikers (FC2),31/5,Challengers (FC2),32/4,Challengers (FC2),3 wickets,https://cricheroes.in/scorecard/1071737/Friends-Cup-2/Strikers-(FC2)-vs-Challengers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Badshah Strikers(NSP),40/4,TheAlpha8,23/3,Badshah Strikers(NSP),17 runs,https://cricheroes.in/scorecard/1063856/Saturday-Night-Cup/Badshah-Strikers(NSP)-vs-TheAlpha8
Saturday Night Cup,"Madhuban, Vasai, 11-Oct-20, 4 Ov., ",Cunning Fox,48/6,NSP TITANS,42/4,Cunning Fox,6 runs,https://cricheroes.in/scorecard/1063863/Saturday-Night-Cup/Cunning-Fox-vs-NSP-TITANS
Friends Cup 2,"Chulna Turf, Vasai, 11-Oct-20, 4 Ov., ",Dynamites (FC2),29/7,Bushrangers (FC2),25/2,Dynamites (FC2),4 runs,https://cricheroes.in/scorecard/1071736/Friends-Cup-2/Dynamites-(FC2)-vs-Bushrangers-(FC2)
Saturday Night Cup,"Madhuban, Vasai, 10-Oct-20, 4 Ov., ",Cunning Fox,23/3,Badshah Strikers(NSP),24/2,Badshah Strikers(NSP),6 wickets,https://cricheroes.in/scorecard/1063756/Saturday-Night-Cup/Cunning-Fox-vs-Badshah-Strikers(NSP)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Dynamites (FC2),24/6,Strikers (FC2),25/4,Strikers (FC2),3 wickets,https://cricheroes.in/scorecard/1071731/Friends-Cup-2/Dynamites-(FC2)-vs-Strikers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Challengers (FC2),27/4,Bushrangers (FC2),28/5,Bushrangers (FC2),2 wickets,https://cricheroes.in/scorecard/1071730/Friends-Cup-2/Challengers-(FC2)-vs-Bushrangers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Strikers (FC2),48/5,Bushrangers (FC2),38/4,Strikers (FC2),10 runs,https://cricheroes.in/scorecard/1071728/Friends-Cup-2/Strikers-(FC2)-vs-Bushrangers-(FC2)
Friends Cup 2,"Chulna Turf, Vasai, 10-Oct-20, 4 Ov., ",Dynamites (FC2),35/7,Challengers (FC2),28/7,Dynamites (FC2),7 runs,https://cricheroes.in/scorecard/1071726/Friends-Cup-2/Dynamites-(FC2)-vs-Challengers-(FC2)
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Vasai Strikers SC,14/7,TOLOBA VASAI,15/1,TOLOBA VASAI,6 wickets,https://cricheroes.in/scorecard/1050996/Friends-Cup-Vasai/Vasai-Strikers-SC-vs-TOLOBA-VASAI
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Bassein Champs,18/5,TOLOBA VASAI,19/0,TOLOBA VASAI,7 wickets,https://cricheroes.in/scorecard/1050983/Friends-Cup-Vasai/Bassein-Champs-vs-TOLOBA-VASAI
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Burhani Guards Div 6 Vasai,25/6,Bassein Champs,26/1,Bassein Champs,6 wickets,https://cricheroes.in/scorecard/1050973/Friends-Cup-Vasai/Burhani-Guards-Div-6-Vasai-vs-Bassein-Champs
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Vasai Strikers SC,53/3,TOLOBA VASAI,29/2,Vasai Strikers SC,24 runs,https://cricheroes.in/scorecard/1050969/Friends-Cup-Vasai/Vasai-Strikers-SC-vs-TOLOBA-VASAI
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",Vasai Strikers SC,48/4,Bassein Champs,43/4,Vasai Strikers SC,5 runs,https://cricheroes.in/scorecard/1050965/Friends-Cup-Vasai/Vasai-Strikers-SC-vs-Bassein-Champs
Friends Cup Vasai,"Chulna Turf, Vasai, 27-Sep-20, 4 Ov., ",TOLOBA VASAI,19/7,Burhani Guards Div 6 Vasai,18/7,TOLOBA VASAI,1 run,https://cricheroes.in/scorecard/1050937/Friends-Cup-Vasai/TOLOBA-VASAI-vs-Burhani-Guards-Div-6-Vasai
