MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,70/3,DP Avengers,53/7,Jalaram Suprit Night Riders,17 runs,https://cricheroes.in/scorecard/788003/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-DP-Avengers
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL CHOCO BROWN,140/0,APICL DREAM WHITE,74/6,APICL CHOCO BROWN,66 runs,https://cricheroes.in/scorecard/812386/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-CHOCO-BROWN-vs-APICL-DREAM-WHITE
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Henik Blast,36/9,VT_ Worriers,37/1,VT_ Worriers,9 wickets,https://cricheroes.in/scorecard/787988/Ambheti-Premier-League/Henik-Blast-vs-VT_-Worriers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Mahi_super_Kings,75/6,Indusind Bulls,79/3,Indusind Bulls,7 wickets,https://cricheroes.in/scorecard/787985/Ambheti-Premier-League/Mahi_super_Kings-vs-Indusind-Bulls
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL VELANTINE PINK,71/10,APICL PO RED,72/5,APICL PO RED,5 wickets,https://cricheroes.in/scorecard/812381/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-VELANTINE-PINK-vs-APICL-PO-RED
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,79/5,HS Fighter,50/6,Jalaram Suprit Night Riders,29 runs,https://cricheroes.in/scorecard/787993/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-HS-Fighter
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Indusind Bulls,42/5,Henik Blast,33/6,Indusind Bulls,9 runs,https://cricheroes.in/scorecard/788004/Ambheti-Premier-League/Indusind-Bulls-vs-Henik-Blast
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 6 Ov., ",APICL CHOCO BROWN,81/3,APICL PO RED,80/2,APICL CHOCO BROWN,1 run,https://cricheroes.in/scorecard/816687/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-CHOCO-BROWN-vs-APICL-PO-RED
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",HS Fighter,50/7,DP Avengers,51/1,DP Avengers,9 wickets,https://cricheroes.in/scorecard/788007/Ambheti-Premier-League/HS-Fighter-vs-DP-Avengers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,111/2,Classic Super King,68/8,Jalaram Suprit Night Riders,43 runs,https://cricheroes.in/scorecard/788005/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-Classic-Super-King
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL ROYAL BLUE,93/5,APICL MATT BLACK,94/1,APICL MATT BLACK,9 wickets,https://cricheroes.in/scorecard/812393/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-ROYAL-BLUE-vs-APICL-MATT-BLACK
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Henik Blast,90/5,Mahi_super_Kings,43/3,Henik Blast,47 runs,https://cricheroes.in/scorecard/788012/Ambheti-Premier-League/Henik-Blast-vs-Mahi_super_Kings
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Indusind Bulls,74/3,VT_ Worriers,60/8,Indusind Bulls,14 runs,https://cricheroes.in/scorecard/788013/Ambheti-Premier-League/Indusind-Bulls-vs-VT_-Worriers
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL PAN GREEN,85/4,APICL GOLDEN YELLOW,67/7,APICL PAN GREEN,18 runs,https://cricheroes.in/scorecard/812389/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-PAN-GREEN-vs-APICL-GOLDEN-YELLOW
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",HS Fighter,60/5,Classic Super King,47/6,HS Fighter,13 runs,https://cricheroes.in/scorecard/788000/Ambheti-Premier-League/HS-Fighter-vs-Classic-Super-King
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,70/3,DP Avengers,53/7,Jalaram Suprit Night Riders,17 runs,https://cricheroes.in/scorecard/788003/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-DP-Avengers
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL CHOCO BROWN,140/0,APICL DREAM WHITE,74/6,APICL CHOCO BROWN,66 runs,https://cricheroes.in/scorecard/812386/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-CHOCO-BROWN-vs-APICL-DREAM-WHITE
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Henik Blast,36/9,VT_ Worriers,37/1,VT_ Worriers,9 wickets,https://cricheroes.in/scorecard/787988/Ambheti-Premier-League/Henik-Blast-vs-VT_-Worriers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Mahi_super_Kings,75/6,Indusind Bulls,79/3,Indusind Bulls,7 wickets,https://cricheroes.in/scorecard/787985/Ambheti-Premier-League/Mahi_super_Kings-vs-Indusind-Bulls
APICL CRICKET TOURNAMENT-2019-2020,"Kitavat Valvada, Vapi, 22-Feb-20, 8 Ov., ",APICL VELANTINE PINK,71/10,APICL PO RED,72/5,APICL PO RED,5 wickets,https://cricheroes.in/scorecard/812381/APICL-CRICKET-TOURNAMENT-2019-2020/APICL-VELANTINE-PINK-vs-APICL-PO-RED
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,79/5,HS Fighter,50/6,Jalaram Suprit Night Riders,29 runs,https://cricheroes.in/scorecard/787993/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-HS-Fighter
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Classic Super King,65/5,DP Avengers,66/2,DP Avengers,8 wickets,https://cricheroes.in/scorecard/787982/Ambheti-Premier-League/Classic-Super-King-vs-DP-Avengers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,106/3,Mahi_super_Kings,56/10,Jalaram Suprit Night Riders,50 runs,https://cricheroes.in/scorecard/787980/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-Mahi_super_Kings
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Indusind Bulls,69/2,HS Fighter,66/5,Indusind Bulls,3 runs,https://cricheroes.in/scorecard/787979/Ambheti-Premier-League/Indusind-Bulls-vs-HS-Fighter
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",DP Avengers,61/7,VT_ Worriers,64/4,VT_ Worriers,6 wickets,https://cricheroes.in/scorecard/787977/Ambheti-Premier-League/DP-Avengers-vs-VT_-Worriers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Classic Super King,79/8,Henik Blast,84/3,Henik Blast,7 wickets,https://cricheroes.in/scorecard/787976/Ambheti-Premier-League/Classic-Super-King-vs-Henik-Blast
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,73/6,Indusind Bulls,12/10,Jalaram Suprit Night Riders,61 runs,https://cricheroes.in/scorecard/787800/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-Indusind-Bulls
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",HS Fighter,61/7,Mahi_super_Kings,62/6,Mahi_super_Kings,4 wickets,https://cricheroes.in/scorecard/787791/Ambheti-Premier-League/HS-Fighter-vs-Mahi_super_Kings
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Henik Blast,58/7,DP Avengers,59/3,DP Avengers,7 wickets,https://cricheroes.in/scorecard/787789/Ambheti-Premier-League/Henik-Blast-vs-DP-Avengers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Classic Super King,80/5,VT_ Worriers,66/6,Classic Super King,14 runs,https://cricheroes.in/scorecard/812081/Ambheti-Premier-League/Classic-Super-King-vs-VT_-Worriers
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",GOLDSTAB CHALLENGERS,72/8,GOLDSTAB WINNER,73/2,GOLDSTAB WINNER,8 wickets,https://cricheroes.in/scorecard/795967/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-CHALLENGERS-vs-GOLDSTAB-WINNER
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 4 Ov., ",GOLDSTAB WINNER,44/3,GOLDSTAB ROYALS,41/1,GOLDSTAB WINNER,3 runs,https://cricheroes.in/scorecard/790887/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-WINNER-vs-GOLDSTAB-ROYALS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 4 Ov., ",GOLDSTAB KINGS XI,46/2,GOLDSTAB CHALLENGERS,52/2,GOLDSTAB CHALLENGERS,8 wickets,https://cricheroes.in/scorecard/790882/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-KINGS-XI-vs-GOLDSTAB-CHALLENGERS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Achievers,97/7,GOLDSTAB ROYALS,46/2,Goldstab Achievers,51 runs,https://cricheroes.in/scorecard/790889/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Achievers-vs-GOLDSTAB-ROYALS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",GOLDSTAB KINGS XI,74/0,Goldstab Indians,79/3,Goldstab Indians,7 wickets,https://cricheroes.in/scorecard/790888/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-KINGS-XI-vs-Goldstab-Indians
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Achievers,65/6,GOLDSTAB WINNER,67/3,GOLDSTAB WINNER,7 wickets,https://cricheroes.in/scorecard/790881/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Achievers-vs-GOLDSTAB-WINNER
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 22-Feb-20, 6 Ov., ",Classic Super King,65/5,DP Avengers,66/2,DP Avengers,8 wickets,https://cricheroes.in/scorecard/787982/Ambheti-Premier-League/Classic-Super-King-vs-DP-Avengers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,106/3,Mahi_super_Kings,56/10,Jalaram Suprit Night Riders,50 runs,https://cricheroes.in/scorecard/787980/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-Mahi_super_Kings
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Indusind Bulls,69/2,HS Fighter,66/5,Indusind Bulls,3 runs,https://cricheroes.in/scorecard/787979/Ambheti-Premier-League/Indusind-Bulls-vs-HS-Fighter
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",DP Avengers,61/7,VT_ Worriers,64/4,VT_ Worriers,6 wickets,https://cricheroes.in/scorecard/787977/Ambheti-Premier-League/DP-Avengers-vs-VT_-Worriers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Classic Super King,79/8,Henik Blast,84/3,Henik Blast,7 wickets,https://cricheroes.in/scorecard/787976/Ambheti-Premier-League/Classic-Super-King-vs-Henik-Blast
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Jalaram Suprit Night Riders,73/6,Indusind Bulls,12/10,Jalaram Suprit Night Riders,61 runs,https://cricheroes.in/scorecard/787800/Ambheti-Premier-League/Jalaram-Suprit-Night-Riders-vs-Indusind-Bulls
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",HS Fighter,61/7,Mahi_super_Kings,62/6,Mahi_super_Kings,4 wickets,https://cricheroes.in/scorecard/787791/Ambheti-Premier-League/HS-Fighter-vs-Mahi_super_Kings
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Henik Blast,58/7,DP Avengers,59/3,DP Avengers,7 wickets,https://cricheroes.in/scorecard/787789/Ambheti-Premier-League/Henik-Blast-vs-DP-Avengers
Ambheti Premier League,"Ambheti Cricket Ground, Vapi, 21-Feb-20, 6 Ov., ",Classic Super King,80/5,VT_ Worriers,66/6,Classic Super King,14 runs,https://cricheroes.in/scorecard/812081/Ambheti-Premier-League/Classic-Super-King-vs-VT_-Worriers
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",GOLDSTAB CHALLENGERS,72/8,GOLDSTAB WINNER,73/2,GOLDSTAB WINNER,8 wickets,https://cricheroes.in/scorecard/795967/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-CHALLENGERS-vs-GOLDSTAB-WINNER
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 4 Ov., ",GOLDSTAB WINNER,44/3,GOLDSTAB ROYALS,41/1,GOLDSTAB WINNER,3 runs,https://cricheroes.in/scorecard/790887/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-WINNER-vs-GOLDSTAB-ROYALS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 4 Ov., ",GOLDSTAB KINGS XI,46/2,GOLDSTAB CHALLENGERS,52/2,GOLDSTAB CHALLENGERS,8 wickets,https://cricheroes.in/scorecard/790882/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-KINGS-XI-vs-GOLDSTAB-CHALLENGERS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Achievers,97/7,GOLDSTAB ROYALS,46/2,Goldstab Achievers,51 runs,https://cricheroes.in/scorecard/790889/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Achievers-vs-GOLDSTAB-ROYALS
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",GOLDSTAB KINGS XI,74/0,Goldstab Indians,79/3,Goldstab Indians,7 wickets,https://cricheroes.in/scorecard/790888/GOLDSTAB-CRICKET-LEAGUE-2020/GOLDSTAB-KINGS-XI-vs-Goldstab-Indians
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Achievers,65/6,GOLDSTAB WINNER,67/3,GOLDSTAB WINNER,7 wickets,https://cricheroes.in/scorecard/790881/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Achievers-vs-GOLDSTAB-WINNER
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Indians,85/1,GOLDSTAB CHALLENGERS,88/4,GOLDSTAB CHALLENGERS,6 wickets,https://cricheroes.in/scorecard/790877/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Indians-vs-GOLDSTAB-CHALLENGERS
Individual Match,"Nargol Cricket Ground, Vapi, 13-Feb-20, 40 Ov.",Pankaj Cricket Academy 1,151/10,M.K Mheta Academy,152/1,M.K Mheta Academy,9 wickets,https://cricheroes.in/scorecard/789244/individual/Pankaj-Cricket-Academy-1-vs-M.K-Mheta-Academy
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 12-Feb-20, 40 Ov., ",DGVCL.,286/6,MGVCL.,229/10,DGVCL.,57 runs,https://cricheroes.in/scorecard/785925/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 11-Feb-20, 20 Ov., ",DGVCL.,173/5,GETCO.,173/8,GETCO.,Super Over,https://cricheroes.in/scorecard/784171/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-GETCO.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 11-Feb-20, 20 Ov., ",GSECL.,111/8,MGVCL.,112/2,MGVCL.,8 wickets,https://cricheroes.in/scorecard/784169/14th-Inter-company-GUVNL-tournament/GSECL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 10-Feb-20, 20 Ov., ",PGVCL.,132/5,MGVCL.,133/5,MGVCL.,5 wickets,https://cricheroes.in/scorecard/782658/14th-Inter-company-GUVNL-tournament/PGVCL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 10-Feb-20, 20 Ov., ",DGVCL.,175/10,UGVCL.,93/10,DGVCL.,82 runs,https://cricheroes.in/scorecard/782653/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-UGVCL.
Individual Match,"Kitavat Valvada, Vapi, 10-Feb-20, 40 Ov.",Dhanlaxmi 1,3/0,Vapi Wariyars,"<span class=""yet-to-bat"">Yet to bat</span>",Abandoned,None,https://cricheroes.in/scorecard/783120/individual/Dhanlaxmi-1-vs-Vapi-Wariyars
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Nasik Super King,71/5,MALAQ XI,56/6,Nasik Super King,15 runs,https://cricheroes.in/scorecard/782731/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-MALAQ-XI
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",MALAQ XI,98/3,Pardi Spartans Pardi,57/4,MALAQ XI,41 runs,https://cricheroes.in/scorecard/782300/Saifee-Burhani-Premier-League-4th-Edition/MALAQ-XI-vs-Pardi-Spartans-Pardi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Burhani Lions Nasik,58/6,MALAQ XI,61/1,MALAQ XI,9 wickets,https://cricheroes.in/scorecard/781764/Saifee-Burhani-Premier-League-4th-Edition/Burhani-Lions-Nasik-vs-MALAQ-XI
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Nasik Super King,100/2,Pardi Spartans Pardi,58/6,Nasik Super King,42 runs,https://cricheroes.in/scorecard/781759/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-Pardi-Spartans-Pardi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Nasik Super King,45/9,Burhani 11 Daman,39/7,Nasik Super King,6 runs,https://cricheroes.in/scorecard/778618/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-Burhani-11-Daman
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Pardi Spartans Pardi,53/6,Burhani Lions Nasik,47/8,Pardi Spartans Pardi,6 runs,https://cricheroes.in/scorecard/778616/Saifee-Burhani-Premier-League-4th-Edition/Pardi-Spartans-Pardi-vs-Burhani-Lions-Nasik
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Saifee Mohammedi Sport Club Vapi,53/5,Najmi Tigers. Jalgaon,54/6,Najmi Tigers. Jalgaon,4 wickets,https://cricheroes.in/scorecard/778613/Saifee-Burhani-Premier-League-4th-Edition/Saifee-Mohammedi-Sport-Club-Vapi-vs-Najmi-Tigers.-Jalgaon
GOLDSTAB CRICKET LEAGUE 2020,"Kitavat Valvada, Vapi, 15-Feb-20, 6 Ov., ",Goldstab Indians,85/1,GOLDSTAB CHALLENGERS,88/4,GOLDSTAB CHALLENGERS,6 wickets,https://cricheroes.in/scorecard/790877/GOLDSTAB-CRICKET-LEAGUE-2020/Goldstab-Indians-vs-GOLDSTAB-CHALLENGERS
Individual Match,"Nargol Cricket Ground, Vapi, 13-Feb-20, 40 Ov.",Pankaj Cricket Academy 1,151/10,M.K Mheta Academy,152/1,M.K Mheta Academy,9 wickets,https://cricheroes.in/scorecard/789244/individual/Pankaj-Cricket-Academy-1-vs-M.K-Mheta-Academy
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 12-Feb-20, 40 Ov., ",DGVCL.,286/6,MGVCL.,229/10,DGVCL.,57 runs,https://cricheroes.in/scorecard/785925/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 11-Feb-20, 20 Ov., ",DGVCL.,173/5,GETCO.,173/8,GETCO.,Super Over,https://cricheroes.in/scorecard/784171/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-GETCO.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 11-Feb-20, 20 Ov., ",GSECL.,111/8,MGVCL.,112/2,MGVCL.,8 wickets,https://cricheroes.in/scorecard/784169/14th-Inter-company-GUVNL-tournament/GSECL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 10-Feb-20, 20 Ov., ",PGVCL.,132/5,MGVCL.,133/5,MGVCL.,5 wickets,https://cricheroes.in/scorecard/782658/14th-Inter-company-GUVNL-tournament/PGVCL.-vs-MGVCL.
14th Inter-company GUVNL tournament,"Bilkhaiya Cricket Ground, Vapi, 10-Feb-20, 20 Ov., ",DGVCL.,175/10,UGVCL.,93/10,DGVCL.,82 runs,https://cricheroes.in/scorecard/782653/14th-Inter-company-GUVNL-tournament/DGVCL.-vs-UGVCL.
Individual Match,"Kitavat Valvada, Vapi, 10-Feb-20, 40 Ov.",Dhanlaxmi 1,3/0,Vapi Wariyars,"<span class=""yet-to-bat"">Yet to bat</span>",Abandoned,None,https://cricheroes.in/scorecard/783120/individual/Dhanlaxmi-1-vs-Vapi-Wariyars
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Nasik Super King,71/5,MALAQ XI,56/6,Nasik Super King,15 runs,https://cricheroes.in/scorecard/782731/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-MALAQ-XI
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",MALAQ XI,98/3,Pardi Spartans Pardi,57/4,MALAQ XI,41 runs,https://cricheroes.in/scorecard/782300/Saifee-Burhani-Premier-League-4th-Edition/MALAQ-XI-vs-Pardi-Spartans-Pardi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Burhani Lions Nasik,58/6,MALAQ XI,61/1,MALAQ XI,9 wickets,https://cricheroes.in/scorecard/781764/Saifee-Burhani-Premier-League-4th-Edition/Burhani-Lions-Nasik-vs-MALAQ-XI
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 8 Ov., ",Nasik Super King,100/2,Pardi Spartans Pardi,58/6,Nasik Super King,42 runs,https://cricheroes.in/scorecard/781759/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-Pardi-Spartans-Pardi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Nasik Super King,45/9,Burhani 11 Daman,39/7,Nasik Super King,6 runs,https://cricheroes.in/scorecard/778618/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-Burhani-11-Daman
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Pardi Spartans Pardi,53/6,Burhani Lions Nasik,47/8,Pardi Spartans Pardi,6 runs,https://cricheroes.in/scorecard/778616/Saifee-Burhani-Premier-League-4th-Edition/Pardi-Spartans-Pardi-vs-Burhani-Lions-Nasik
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Saifee Mohammedi Sport Club Vapi,53/5,Najmi Tigers. Jalgaon,54/6,Najmi Tigers. Jalgaon,4 wickets,https://cricheroes.in/scorecard/778613/Saifee-Burhani-Premier-League-4th-Edition/Saifee-Mohammedi-Sport-Club-Vapi-vs-Najmi-Tigers.-Jalgaon
Individual Match,"Udvada Gymkhana, Vapi, 09-Feb-20, 30 Ov.",UCC - Udwada Cricket Club,253/8,UDAY XII,221/10,UCC - Udwada Cricket Club,32 runs,https://cricheroes.in/scorecard/780708/individual/UCC---Udwada-Cricket-Club-vs-UDAY-XII
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",MALAQ XI,58/6,Star 11 Vapi,53/4,MALAQ XI,5 runs,https://cricheroes.in/scorecard/778610/Saifee-Burhani-Premier-League-4th-Edition/MALAQ-XI-vs-Star-11-Vapi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 09-Feb-20, 6 Ov., ",Burhani Lions Nasik,74/4,Najmi Tigers. Jalgaon,55/3,Burhani Lions Nasik,19 runs,https://cricheroes.in/scorecard/773483/Saifee-Burhani-Premier-League-4th-Edition/Burhani-Lions-Nasik-vs-Najmi-Tigers.-Jalgaon
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 08-Feb-20, 6 Ov., ",Pardi Spartans Pardi,72/4,Saifee Mohammedi Sport Club Vapi,34/5,Pardi Spartans Pardi,38 runs,https://cricheroes.in/scorecard/773475/Saifee-Burhani-Premier-League-4th-Edition/Pardi-Spartans-Pardi-vs-Saifee-Mohammedi-Sport-Club-Vapi
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 08-Feb-20, 6 Ov., ",MALAQ XI,73/4,Burhani 11 Daman,56/3,MALAQ XI,17 runs,https://cricheroes.in/scorecard/773470/Saifee-Burhani-Premier-League-4th-Edition/MALAQ-XI-vs-Burhani-11-Daman
Saifee Burhani Premier League 4th Edition,"Kumar Shala Gujarati School, Vapi, 08-Feb-20, 6 Ov., ",Nasik Super King,67/6,Star 11 Vapi,38/4,Nasik Super King,29 runs,https://cricheroes.in/scorecard/773466/Saifee-Burhani-Premier-League-4th-Edition/Nasik-Super-King-vs-Star-11-Vapi
