MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",CIVIL GIA - 1ST YEAR,118/5,MECHANICAL (M2A) GIA 1ST YEAR GIA,97/8,CIVIL GIA - 1ST YEAR,21 runs,https://cricheroes.in/scorecard/791865/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",ELECTRICAL GIA 3 YEAR,150/7,COMPUTER SFI- 2ND YEAR,130/8,ELECTRICAL GIA 3 YEAR,20 runs,https://cricheroes.in/scorecard/791445/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-SFI--2ND-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 14-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,46/8,JALARAM 11(Sgcl),50/4,JALARAM 11(Sgcl),4 wickets,https://cricheroes.in/scorecard/791115/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,94/6,MECHANICAL (M2B) 1ST YEAR GIA,74/6,CIVIL GIA - 1ST YEAR,20 runs,https://cricheroes.in/scorecard/789465/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,90/3,IT SFI 2ND YEAR,55/10,COMPUTER SFI- 2ND YEAR,35 runs,https://cricheroes.in/scorecard/789305/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,101/1,CIVIL SFI 3RD YEAR,75/6,ELECTRICAL GIA 3 YEAR,26 runs,https://cricheroes.in/scorecard/789093/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 13-Feb-20, 12 Ov., ",ROYAL RAGHUVANSHI (Sgcl),50/7,JALARAM 11(Sgcl),53/1,JALARAM 11(Sgcl),7 wickets,https://cricheroes.in/scorecard/788990/SJLVB-GULLY-CRICKET-LEAGUE/ROYAL-RAGHUVANSHI-(Sgcl)-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,90/4,COMPUTER GIA - 1ST YEAR,80/7,MECHANICAL (M2A) GIA 1ST YEAR GIA,10 runs,https://cricheroes.in/scorecard/787649/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,97/3,COMPUTER GIA-2ND YEAR,85/6,COMPUTER SFI- 2ND YEAR,12 runs,https://cricheroes.in/scorecard/787384/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL M4B GIA - 2ND YEAR,60/6,IT SFI 2ND YEAR,62/3,IT SFI 2ND YEAR,7 wickets,https://cricheroes.in/scorecard/787205/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4B-GIA---2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,85/9,ELECTRICAL GIA 3 YEAR,86/3,ELECTRICAL GIA 3 YEAR,7 wickets,https://cricheroes.in/scorecard/786919/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-ELECTRICAL-GIA-3-YEAR
"OZON CRICKET TOURNAMENT ,ORGANIZED BY UMIYA YUVK","ADIT Cricket Ground, Vallabh Vidyanagar, 23-Feb-20, 12 Ov., ",LG11,75/7,Dream 11( Xi),78/3,Dream 11( Xi),12 wickets,"https://cricheroes.in/scorecard/819076/OZON-CRICKET-TOURNAMENT-,ORGANIZED-BY-UMIYA-YUVK/LG11-vs-Dream-11(-Xi)"
SJLVB CRICKET LEAGUE,"Spu Bio Scince, Vallabh Vidyanagar, 16-Feb-20, 12 Ov., ",Royal Raghuvanshi 11,120/4,Jalaram X1,66/7,Royal Raghuvanshi 11,54 runs,https://cricheroes.in/scorecard/797671/SJLVB-CRICKET-LEAGUE/Royal-Raghuvanshi-11-vs-Jalaram-X1
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-20, 6 Ov.",Bbit Ec Girls,82/0,Bbit IT Girls,73/3,Bbit Ec Girls,9 runs,https://cricheroes.in/scorecard/795233/individual/Bbit-Ec-Girls-vs-Bbit-IT-Girls
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-20, 12 Ov.",Bbit Faculty Team,133/9,Bbit Students,108/3,Bbit Faculty Team,25 runs,https://cricheroes.in/scorecard/794745/individual/Bbit-Faculty-Team-vs-Bbit-Students
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",CIVIL GIA - 1ST YEAR,118/5,MECHANICAL (M2A) GIA 1ST YEAR GIA,97/8,CIVIL GIA - 1ST YEAR,21 runs,https://cricheroes.in/scorecard/791865/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",ELECTRICAL GIA 3 YEAR,150/7,COMPUTER SFI- 2ND YEAR,130/8,ELECTRICAL GIA 3 YEAR,20 runs,https://cricheroes.in/scorecard/791445/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-SFI--2ND-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 14-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,46/8,JALARAM 11(Sgcl),50/4,JALARAM 11(Sgcl),4 wickets,https://cricheroes.in/scorecard/791115/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,94/6,MECHANICAL (M2B) 1ST YEAR GIA,74/6,CIVIL GIA - 1ST YEAR,20 runs,https://cricheroes.in/scorecard/789465/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,90/3,IT SFI 2ND YEAR,55/10,COMPUTER SFI- 2ND YEAR,35 runs,https://cricheroes.in/scorecard/789305/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,101/1,CIVIL SFI 3RD YEAR,75/6,ELECTRICAL GIA 3 YEAR,26 runs,https://cricheroes.in/scorecard/789093/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 13-Feb-20, 12 Ov., ",ROYAL RAGHUVANSHI (Sgcl),50/7,JALARAM 11(Sgcl),53/1,JALARAM 11(Sgcl),7 wickets,https://cricheroes.in/scorecard/788990/SJLVB-GULLY-CRICKET-LEAGUE/ROYAL-RAGHUVANSHI-(Sgcl)-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,90/4,COMPUTER GIA - 1ST YEAR,80/7,MECHANICAL (M2A) GIA 1ST YEAR GIA,10 runs,https://cricheroes.in/scorecard/787649/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,97/3,COMPUTER GIA-2ND YEAR,85/6,COMPUTER SFI- 2ND YEAR,12 runs,https://cricheroes.in/scorecard/787384/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL M4B GIA - 2ND YEAR,60/6,IT SFI 2ND YEAR,62/3,IT SFI 2ND YEAR,7 wickets,https://cricheroes.in/scorecard/787205/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4B-GIA---2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,85/9,ELECTRICAL GIA 3 YEAR,86/3,ELECTRICAL GIA 3 YEAR,7 wickets,https://cricheroes.in/scorecard/786919/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-ELECTRICAL-GIA-3-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 12-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,60/4,ROYAL RAGHUVANSHI (Sgcl),48/8,JALARAM SUPER KINGS,12 runs,https://cricheroes.in/scorecard/786791/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-ROYAL-RAGHUVANSHI-(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,122/3,IT SFI - 1ST YEAR,90/2,CIVIL GIA - 1ST YEAR,32 runs,https://cricheroes.in/scorecard/785578/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-IT-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,83/3,MECHANICAL (M2B) 1ST YEAR GIA,88/6,MECHANICAL (M2B) 1ST YEAR GIA,4 wickets,https://cricheroes.in/scorecard/785350/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 2ND YEAR,81/7,COMPUTER GIA-2ND YEAR,82/2,COMPUTER GIA-2ND YEAR,8 wickets,https://cricheroes.in/scorecard/785171/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA---2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA 3 YEAR,69/6,CIVIL SFI 3RD YEAR,72/4,CIVIL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/784960/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 11-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,34/6,JALARAM 11(Sgcl),36/2,JALARAM 11(Sgcl),6 wickets,https://cricheroes.in/scorecard/784874/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",CIVIL SFI 1ST YEAR,134/2,MECHANICAL (M2A) GIA 1ST YEAR GIA,137/4,MECHANICAL (M2A) GIA 1ST YEAR GIA,6 wickets,https://cricheroes.in/scorecard/783806/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-SFI-1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 1 Ov., ",MECHANICAL M4A GIA - 2ND YEAR,4/2,COMPUTER SFI- 2ND YEAR,8/0,COMPUTER SFI- 2ND YEAR,10 wickets,https://cricheroes.in/scorecard/783764/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4A-GIA---2ND-YEAR-vs-COMPUTER-SFI--2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,74/7,MECHANICAL M4A GIA - 2ND YEAR,74/3,MECHANICAL M4A GIA - 2ND YEAR,Super Over,https://cricheroes.in/scorecard/783581/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-M4A-GIA---2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,89/4,EC GIA 3RD YEAR,71/7,IT SFI 3RD YEAR,18 runs,https://cricheroes.in/scorecard/783369/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,114/5,COMPUTER GIA - 3RD YEAR,63/6,ELECTRICAL GIA 3 YEAR,51 runs,https://cricheroes.in/scorecard/783132/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-GIA---3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",EC GIA - 1ST YEAR,72/6,COMPUTER GIA - 1ST YEAR,76/2,COMPUTER GIA - 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/773657/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/EC-GIA---1ST-YEAR-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-20, 10 Ov., ",CIVIL SFI 3RD YEAR,126/7,MECHANICAL SFI -3RD YEAR,70/7,CIVIL SFI 3RD YEAR,56 runs,https://cricheroes.in/scorecard/772846/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-SFI-3RD-YEAR-vs-MECHANICAL-SFI--3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,156/5,ELECTRICAL SFI - 1ST YEAR,55/5,CIVIL GIA - 1ST YEAR,101 runs,https://cricheroes.in/scorecard/771309/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-ELECTRICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",EC GIA - 2ND YEAR,82/7,MECHANICAL M4B GIA - 2ND YEAR,88/4,MECHANICAL M4B GIA - 2ND YEAR,6 wickets,https://cricheroes.in/scorecard/771018/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/EC-GIA---2ND-YEAR-vs-MECHANICAL-M4B-GIA---2ND-YEAR
"OZON CRICKET TOURNAMENT ,ORGANIZED BY UMIYA YUVK","ADIT Cricket Ground, Vallabh Vidyanagar, 23-Feb-20, 12 Ov., ",LG11,75/7,Dream 11( Xi),78/3,Dream 11( Xi),12 wickets,"https://cricheroes.in/scorecard/819076/OZON-CRICKET-TOURNAMENT-,ORGANIZED-BY-UMIYA-YUVK/LG11-vs-Dream-11(-Xi)"
SJLVB CRICKET LEAGUE,"Spu Bio Scince, Vallabh Vidyanagar, 16-Feb-20, 12 Ov., ",Royal Raghuvanshi 11,120/4,Jalaram X1,66/7,Royal Raghuvanshi 11,54 runs,https://cricheroes.in/scorecard/797671/SJLVB-CRICKET-LEAGUE/Royal-Raghuvanshi-11-vs-Jalaram-X1
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-20, 6 Ov.",Bbit Ec Girls,82/0,Bbit IT Girls,73/3,Bbit Ec Girls,9 runs,https://cricheroes.in/scorecard/795233/individual/Bbit-Ec-Girls-vs-Bbit-IT-Girls
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-20, 12 Ov.",Bbit Faculty Team,133/9,Bbit Students,108/3,Bbit Faculty Team,25 runs,https://cricheroes.in/scorecard/794745/individual/Bbit-Faculty-Team-vs-Bbit-Students
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",CIVIL GIA - 1ST YEAR,118/5,MECHANICAL (M2A) GIA 1ST YEAR GIA,97/8,CIVIL GIA - 1ST YEAR,21 runs,https://cricheroes.in/scorecard/791865/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-20, 14 Ov., ",ELECTRICAL GIA 3 YEAR,150/7,COMPUTER SFI- 2ND YEAR,130/8,ELECTRICAL GIA 3 YEAR,20 runs,https://cricheroes.in/scorecard/791445/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-COMPUTER-SFI--2ND-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 14-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,46/8,JALARAM 11(Sgcl),50/4,JALARAM 11(Sgcl),4 wickets,https://cricheroes.in/scorecard/791115/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,94/6,MECHANICAL (M2B) 1ST YEAR GIA,74/6,CIVIL GIA - 1ST YEAR,20 runs,https://cricheroes.in/scorecard/789465/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,90/3,IT SFI 2ND YEAR,55/10,COMPUTER SFI- 2ND YEAR,35 runs,https://cricheroes.in/scorecard/789305/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-20, 10 Ov., ",ELECTRICAL GIA 3 YEAR,101/1,CIVIL SFI 3RD YEAR,75/6,ELECTRICAL GIA 3 YEAR,26 runs,https://cricheroes.in/scorecard/789093/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 13-Feb-20, 12 Ov., ",ROYAL RAGHUVANSHI (Sgcl),50/7,JALARAM 11(Sgcl),53/1,JALARAM 11(Sgcl),7 wickets,https://cricheroes.in/scorecard/788990/SJLVB-GULLY-CRICKET-LEAGUE/ROYAL-RAGHUVANSHI-(Sgcl)-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,90/4,COMPUTER GIA - 1ST YEAR,80/7,MECHANICAL (M2A) GIA 1ST YEAR GIA,10 runs,https://cricheroes.in/scorecard/787649/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-COMPUTER-GIA---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,97/3,COMPUTER GIA-2ND YEAR,85/6,COMPUTER SFI- 2ND YEAR,12 runs,https://cricheroes.in/scorecard/787384/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",MECHANICAL M4B GIA - 2ND YEAR,60/6,IT SFI 2ND YEAR,62/3,IT SFI 2ND YEAR,7 wickets,https://cricheroes.in/scorecard/787205/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M4B-GIA---2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,85/9,ELECTRICAL GIA 3 YEAR,86/3,ELECTRICAL GIA 3 YEAR,7 wickets,https://cricheroes.in/scorecard/786919/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-ELECTRICAL-GIA-3-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 12-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,60/4,ROYAL RAGHUVANSHI (Sgcl),48/8,JALARAM SUPER KINGS,12 runs,https://cricheroes.in/scorecard/786791/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-ROYAL-RAGHUVANSHI-(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 1ST YEAR,122/3,IT SFI - 1ST YEAR,90/2,CIVIL GIA - 1ST YEAR,32 runs,https://cricheroes.in/scorecard/785578/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-GIA---1ST-YEAR-vs-IT-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,83/3,MECHANICAL (M2B) 1ST YEAR GIA,88/6,MECHANICAL (M2B) 1ST YEAR GIA,4 wickets,https://cricheroes.in/scorecard/785350/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-MECHANICAL-(M2B)-1ST-YEAR-GIA
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA - 2ND YEAR,81/7,COMPUTER GIA-2ND YEAR,82/2,COMPUTER GIA-2ND YEAR,8 wickets,https://cricheroes.in/scorecard/785171/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA---2ND-YEAR-vs-COMPUTER-GIA-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-20, 10 Ov., ",CIVIL GIA 3 YEAR,69/6,CIVIL SFI 3RD YEAR,72/4,CIVIL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/784960/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/CIVIL-GIA-3-YEAR-vs-CIVIL-SFI-3RD-YEAR
SJLVB GULLY CRICKET LEAGUE,"Sjlvb Ground, Vallabh Vidyanagar, 11-Feb-20, 12 Ov., ",JALARAM SUPER KINGS,34/6,JALARAM 11(Sgcl),36/2,JALARAM 11(Sgcl),6 wickets,https://cricheroes.in/scorecard/784874/SJLVB-GULLY-CRICKET-LEAGUE/JALARAM-SUPER-KINGS-vs-JALARAM-11(Sgcl)
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 10-Feb-20, 10 Ov., ",CIVIL SFI 1ST YEAR,134/2,MECHANICAL (M2A) GIA 1ST YEAR GIA,137/4,MECHANICAL (M2A) GIA 1ST YEAR GIA,6 wickets,https://cricheroes.in/scorecard/783806/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/CIVIL-SFI-1ST-YEAR-vs-MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA
